filename,mfcc_stability,f0_quality,energy_stability,zcr_validity,feature_complete
session_20250227_184820_Lesson01_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250227_132105_Lesson01_Anna_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Anna_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Pete_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250224_165816_Lesson01_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson01_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_131109_Lesson02_Jonathan_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance14_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Pete_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson01_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Pete_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance10_processed.wav,False,False,False,False,True
session_20250304_131109_Lesson02_Jonathan_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson01_Anna_Teacher_utterance06_processed.wav,False,False,False,True,True
session_20250227_132105_Lesson01_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250224_165816_Lesson01_Anna_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Pete_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Pete_Teacher_utterance02_processed.wav,False,False,False,True,True
session_20250224_165816_Lesson01_Pete_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance07_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Pete_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250227_132105_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Teacher_utterance05_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson01_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_125010_Lesson01_Anna_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance17_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Jonathan_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson01_Anna_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250224_170735_Lesson01_Anna_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250227_132105_Lesson01_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Pete_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250304_125010_Lesson01_Pete_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance00_processed.wav,False,False,False,False,True
session_20250304_125010_Lesson01_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Pete_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250224_165816_Lesson01_Pete_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Pete_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Anna_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson01_Anna_Teacher_utterance05_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance13_processed.wav,False,False,False,True,True
session_20250224_172209_Lesson01_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Anna_Teacher_utterance05_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance16_processed.wav,False,False,False,False,True
session_20250224_172209_Lesson01_Anna_Teacher_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Teacher_utterance17_processed.wav,False,False,False,True,True
session_20250224_172209_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Student01_utterance06_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance06_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance09_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance11_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Pete_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Student01_utterance11_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Jonathan_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Teacher_utterance00_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson01_Pete_Student01_utterance03_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance23_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Anna_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_125325_Lesson01_Anna_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Jonathan_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250227_132105_Lesson01_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance05_processed.wav,False,False,False,False,True
session_20250224_164723_Lesson01_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson01_Anna_Student01_utterance03_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Jonathan_Student01_utterance03_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Student01_utterance15_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance15_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_125010_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Student01_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance12_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Anna_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Teacher_utterance13_processed.wav,False,False,False,True,True
session_20250224_172209_Lesson01_Anna_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Teacher_utterance20_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance21_processed.wav,False,False,False,False,True
session_20250304_125325_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250227_132105_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250224_164723_Lesson01_Anna_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Jonathan_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250304_125325_Lesson01_Pete_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250224_164723_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Teacher_utterance19_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance18_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Student01_utterance08_processed.wav,False,False,False,False,True
session_20250304_125010_Lesson01_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance07_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance08_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance10_processed.wav,False,False,False,False,True
session_20250304_125325_Lesson01_Anna_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250224_172209_Lesson01_Pete_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Teacher_utterance02_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250224_164723_Lesson01_Pete_Student01_utterance01_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Jonathan_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250224_164723_Lesson01_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance22_processed.wav,False,False,False,False,True
session_20250304_124650_Lesson01_Pete_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Student01_utterance22_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Teacher_utterance24_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance25_processed.wav,False,False,False,False,True
session_20250304_125325_Lesson01_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Teacher_utterance06_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance14_processed.wav,False,False,False,True,True
session_20250304_125010_Lesson01_Anna_Teacher_utterance06_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance03_processed.wav,False,False,False,False,True
session_20250227_130555_Lesson01_Pete_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson01_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250224_170735_Lesson01_Anna_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance20_processed.wav,False,False,False,False,True
session_20250227_130555_Lesson01_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Teacher_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Jonathan_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance19_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Anna_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Anna_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_124650_Lesson01_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Anna_Student01_utterance03_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance24_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson01_Pete_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Pete_Student01_utterance03_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Anna_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Jonathan_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Anna_Student01_utterance04_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Anna_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250227_130555_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance23_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Student01_utterance04_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Anna_Teacher_utterance04_processed.wav,False,False,False,True,True
session_20250304_124650_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Anna_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Anna_Teacher_utterance00_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Anna_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250224_170735_Lesson01_Anna_Teacher_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Anna_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Anna_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Jonathan_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Anna_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Anna_Teacher_utterance05_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Anna_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Anna_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Pete_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance09_processed.wav,False,False,False,False,True
session_20250304_125325_Lesson01_Pete_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Pete_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250227_132105_Lesson01_Pete_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250224_164723_Lesson01_Anna_Student01_utterance02_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance25_processed.wav,False,False,False,False,True
session_20250304_125325_Lesson01_Pete_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Student01_utterance25_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Teacher_utterance23_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Student01_utterance22_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Anna_Student01_utterance01_processed.wav,False,False,False,True,True
session_20250224_164723_Lesson01_Pete_Student01_utterance02_processed.wav,False,False,False,False,True
session_20250224_172209_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_125325_Lesson01_Anna_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance13_processed.wav,False,False,False,True,True
session_20250304_125010_Lesson01_Anna_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance04_processed.wav,False,False,False,True,True
session_20250227_130555_Lesson01_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson01_Anna_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250224_164723_Lesson01_Pete_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Student01_utterance21_processed.wav,False,False,False,False,True
session_20250304_124650_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance21_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Pete_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Jonathan_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250227_130555_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson01_Anna_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_125010_Lesson01_Anna_Teacher_utterance05_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance00_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance18_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance17_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Student01_utterance18_processed.wav,False,False,False,False,True
session_20250224_172209_Lesson01_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Teacher_utterance09_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Pete_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Student01_utterance08_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Anna_Student01_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Student01_utterance01_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Pete_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Anna_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250304_131109_Lesson02_Pete_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance08_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Anna_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Anna_Teacher_utterance05_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Anna_Teacher_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Jonathan_Teacher_utterance02_processed.wav,False,False,False,False,True
session_20250304_131109_Lesson02_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_131109_Lesson02_Anna_Student01_utterance00_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Anna_Student01_utterance01_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Anna_Student01_utterance00_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Anna_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Jonathan_Teacher_utterance06_processed.wav,False,False,False,False,True
session_20250304_130209_Lesson02_Anna_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Anna_Teacher_utterance00_processed.wav,False,False,False,False,True
session_20250224_165816_Lesson01_Anna_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250224_171333_Lesson01_Anna_Teacher_utterance05_processed.wav,False,False,False,True,True
session_20250304_124650_Lesson01_Pete_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Student01_utterance05_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Pete_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250224_170735_Lesson01_Anna_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250227_130555_Lesson01_Pete_Student01_utterance03_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Anna_Teacher_utterance22_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson02_Anna_Student01_utterance05_processed.wav,False,False,False,False,True
session_20250224_171333_Lesson01_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_131109_Lesson02_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Student01_utterance19_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance16_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance19_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson02_Anna_Student01_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Man_Teacher_utterance08_processed.wav,False,False,False,False,True
session_20250304_125325_Lesson01_Anna_Student01_utterance06_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson02_Pete_Teacher_utterance04_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Anna_Student01_utterance09_processed.wav,False,False,False,False,True
session_20250304_125010_Lesson01_Anna_Teacher_utterance04_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Teacher_utterance01_processed.wav,False,False,False,True,True
session_20250227_130555_Lesson01_Pete_Teacher_utterance01_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson01_Anna_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_170215_Lesson03_Marsha_Student01_utterance20_processed.wav,False,False,False,False,True
session_20250304_170215_Lesson03_Man_Student01_utterance20_processed.wav,False,False,False,False,True
session_20250304_124650_Lesson01_Pete_Teacher_utterance00_processed.wav,False,False,False,True,True
session_20250304_130209_Lesson02_Jonathan_Teacher_utterance03_processed.wav,False,False,False,True,True
session_20250227_184820_Lesson02_Pete_Student01_utterance04_processed.wav,False,False,False,False,True
session_20250227_184820_Lesson01_Anna_Teacher_utterance04_processed.wav,False,False,False,True,True
